title,listPrice,onlinePrice,category,rating,reviews,stock,monthly_sales
古文观止（上下）古典名著全本注译文库,78.0,46.8,文学,3.8,214,111,37.0
千与千寻（宫崎骏作品。日本上映20周年特别纪念！）,78.0,46.8,其他,3.7,198,100,48.0
波西和皮普11册超值套装赠同款精美贴纸（小小聪明豆系列绘本）0-,137.0,82.2,少儿,4.0,225,125,40.0
务虚笔记（史铁生著/半自传式作品）,40.0,24.0,其他,4.5,252,110,70.0
中国最美的100个地方 图说天下 寻梦之旅,29.9,17.939999999999998,其他,4.9,257,114,73.0
张嘉佳十年文集限定礼盒（当当专享张嘉佳“十年之约”纪念信+手写,200.0,120.0,其他,4.1,231,113,24.0
梦、时间与短视频,68.0,40.8,其他,4.3,231,131,53.0
写给青少年的古文观止全套5册正版小古文小学初中高中注音详解注释,228.0,136.79999999999998,其他,3.7,198,122,29.0
心经、金刚经（简体、横排、注音、国学经典诵读本）,18.0,10.8,其他,5.0,263,116,52.0
听风八百遍，才知是人间（史铁生、汪曾祺、梁实秋、丰子恺、沈从,49.8,29.879999999999995,其他,3.8,211,120,44.0
莫言的奇奇怪怪故事集（或许只有莫言这么大的脑洞，才能带你去人,59.9,35.94,其他,3.8,209,118,49.0
面纱,49.8,29.879999999999995,其他,4.4,239,122,66.0
流浪地球・珍藏版,49.5,29.7,其他,4.5,244,110,60.0
64种逆思维：帮你从社交坏情绪中轻松脱困（从烦恼到快乐的距离，,42.0,25.2,其他,4.0,221,107,52.0
小镇喧嚣：一个乡镇政治运作的演绎与阐释,68.0,40.8,其他,4.2,226,129,49.0
人类群星闪耀时（2022）,49.0,29.4,其他,4.1,223,111,61.0
秘密花园（《语文》阅读丛书）人民文学出版社,24.0,14.4,文学,4.4,234,106,54.0
中华人民共和国刑法（实用版）（根据刑法修正案十一修订）,30.0,18.0,其他,4.2,228,122,59.0
骆驼祥子 七年级下 名著阅读课程化丛书 导读版 人民教育出版社,28.8,17.28,教育,4.3,236,119,56.0
人教版快乐读书吧阅读课程化丛书 二年级上册套装（一只想飞的猫+,80.0,48.0,其他,3.7,207,84,50.0
千字文 影响孩子一生的国学启蒙经典（注音彩图版）小学生一二三年,15.8,9.48,其他,4.6,250,124,58.0
追问,42.0,25.2,其他,4.5,250,109,48.0
超级工程来了 这就是中国力量  精装硬壳 揭秘大国工程里的科学奥,168.0,100.8,其他,3.5,198,91,31.0
三国演义（上、下，全二册）（团购电话:400-1066666转6）,39.5,23.7,其他,4.6,249,132,55.0
陆上行舟――一个中国记者的拉美毒品调查（央视记者刘骁骞用一段,45.0,27.0,其他,4.2,230,98,48.0
欧洲民间故事：聪明的牧羊人 五年级上册课外阅读（中小学生课外阅,20.8,12.48,其他,4.4,245,111,79.0
献给阿尔吉侬的花束（新版）,48.0,28.8,其他,4.0,220,116,46.0
李毓佩数学童话集 小学低年级 彩色注音版,23.8,14.28,其他,4.6,257,134,64.0
挪威的森林,45.0,27.0,其他,4.4,234,104,59.0
失明症漫记（诺奖得主萨拉马戈传世之作！一旦对他人的苦难视而不,66.0,39.6,其他,4.0,217,106,42.0
半小时漫画中国史0（中国历史从0开讲，从头到尾笑个不停！半小时,49.9,29.94,社科,4.3,235,125,49.0
我想要两颗西柚（大张伟私藏书单，力荐阅读。你们是平等的，那个,45.0,27.0,其他,4.1,223,112,50.0
洋葱头历险记--罗大里故事精选（注音彩绘版）,30.0,18.0,其他,4.3,235,106,59.0
古文观止（全2册・中华经典名著全本全注全译丛书/三全本）,72.0,43.2,文学,3.8,215,116,36.0
我爱这星河滚烫的人间：梁永安、戴建业等全力推荐！去经历，去冒,49.8,29.879999999999995,其他,3.8,204,102,48.0
遥远的向日葵地（李娟继《羊道》《冬牧场》《我的阿勒泰》后全新,38.0,22.8,其他,4.9,263,136,76.0
从零开始学写作：18套写作变现法则,45.0,27.0,其他,3.9,212,101,51.0
安徒生童话 三年级上册 语文教科书配套书目 人教版快乐读书吧,25.0,15.0,其他,4.5,242,116,54.0
基层女性,49.8,29.879999999999995,其他,4.4,241,99,48.0
素书 全2册 漫画智慧奇书 写给孩子的哲学启蒙 中国传统文化为人处,70.0,42.0,社科,3.9,220,123,51.0
宝宝脾胃好，病不找（凤凰生活）,36.0,21.6,生活,4.2,232,95,63.0
【精装硬壳】全2册儿童趣味百科全书漫画版 十万个为什么幼儿版 幼,220.0,132.0,少儿,4.1,224,119,30.0
四世同堂（值得每一代中国人阅读的文学经典 值得每一个中国人珍藏,45.0,27.0,文学,4.3,237,128,60.0
半小时漫画红楼梦（专治没耐心读红楼梦，这回终于算是读完红楼梦,59.9,35.94,其他,4.1,225,106,56.0
当下的力量（白金版）埃克哈特?托利经典之作，我们这个时代具有影,59.0,35.4,其他,4.5,239,100,58.0
快乐上等 女性怎样自在地活 《始于极限》《厌女》作者上野千鹤子,58.0,34.8,其他,4.5,238,113,56.0
昆虫记 八年级上册推荐阅读(中小学生课外阅读指导丛书) 无障碍阅,14.8,8.88,其他,4.5,241,117,61.0
刘星辰重案笔记（省厅专家破案笔记。15年刑警生涯，16宗亲历重案,52.0,31.2,其他,4.4,243,101,64.0
新版・长青藤国际大奖小说书系・第3辑：作文里的奇案,26.0,15.6,文学,4.4,240,103,64.0
叫魂：1768年中国妖术大恐慌（新版本）,48.0,28.8,其他,4.1,225,129,53.0
经典常谈（《语文》八年级下推荐阅读，版本特别加入图解与注释，,35.0,21.0,其他,4.5,252,130,60.0
蛤蟆先生去看心理医生：漫画版（造福万千家庭的心理学知识读本，,48.0,28.8,社科,4.2,235,116,52.0
佛陀传：全世界影响力深远的佛陀传记（原名故道白云，全世界佛学,69.9,41.940000000000005,其他,4.2,235,117,50.0
我准备好上幼儿园了.你好幼儿园2-5岁入园早教启蒙行为指导小红花,54.8,32.879999999999995,其他,4.1,220,118,61.0
做最勇敢的自己,58.0,34.8,其他,4.3,237,131,61.0
宋朝的腔调：苏轼、欧阳修、黄庭坚、辛弃疾、陆游、司马光・・・,39.8,23.88,其他,4.8,268,129,72.0
金波四季美文（注音美绘版）套装全4册,100.0,60.0,其他,3.6,205,104,42.0
牙婆婆 （儿童医师张思莱倾情推荐。愉快教导孩子保护牙齿的妈妈书,36.0,21.6,少儿,4.5,242,134,78.0
你好，安东医生（全4册，平装套装，缓解就医恐惧，小动物的欢乐就,118.0,70.8,其他,3.9,220,108,35.0
鲁滨逊漂流记 六年级下册推荐阅读(中小学生课外阅读指导丛书)彩插,22.8,13.68,其他,4.6,251,131,82.0
中华成语故事（注音美绘本）全国著名语文教师 窦桂梅推荐 爱上阅,25.8,15.48,少儿,4.7,246,127,72.0
克林索尔的最后夏天（诺贝尔文学奖得主黑塞自传式作品。）【果麦,39.8,23.88,文学,4.9,266,116,58.0
月亮和六便士,27.0,16.2,其他,4.5,245,120,64.0
看见情绪价值：接住Ta的情绪，捧住Ta的心,58.0,34.8,其他,4.2,231,108,46.0
认知驱动：做成一件对他人很有用的事,59.8,35.879999999999995,其他,3.9,205,90,45.0
The Da Vinci Code,88.0,52.8,文学,4.5,1200,100,
Angels & Demons,85.0,51.0,文学,4.4,980,80,
The Lost Symbol,90.0,54.0,文学,4.3,850,70,
1984,68.0,40.8,文学,4.7,2000,150,
The Secret Life of Bees,85.0,51.0,文学,4.2,500,80,
The Testament,78.0,46.8,文学,4.1,400,70,
The Last Time They Met : A Novel,72.0,43.2,文学,4.0,300,60,
